projectId,startDate,endDate,ProjValue,impact_category,process_name,kpi_name,actual,bp_lower_bound,bp_upper_bound,bp_range_display,unit,higher_is_better,importance_weight,score,phase wt,process wt,KPI wt,realized_value,unrealized_value,process_level_unrealized_value,phase_level_unrealized_value,ID,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,Safety,quality,Quality Inspection Rate,0.1008,0,0.14,> 1/week,/week,TRUE,4,74,0.6,0.05,0.3,22.2,7.8,0.39,0.234,P-NE-043Safetyquality,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,Safety,safety,Incident Detail Quality,0.1159,0.9,1,> 90%,%,TRUE,1,56,0.6,0.55,0.15,8.4,6.6,3.63,2.178,P-NE-043Safetysafety,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,Safety,safety,Incident Rate,1.2,0,0,0, incidents,FALSE,4,35,0.6,0.55,0.25,8.75,16.25,8.9375,5.3625,P-NE-043Safetysafety,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,Safety,safety,Near Miss Detail Quality,0,0.9,1,> 90%,%,TRUE,1,39,0.6,0.55,0,0,0,0,0,P-NE-043Safetysafety,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,Safety,safety,Near Miss Rate,0,0,0,0, near misses,FALSE,2,60,0.6,0.55,0,0,0,0,0,P-NE-043Safetysafety,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,Safety,safety,Safety Insp. Attach. Rate,0.48,1,99,> 1/insp.,/insp.,TRUE,2,43,0.6,0.55,0.1,4.3,5.7,3.135,1.881,P-NE-043Safetysafety,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,Safety,safety,Safety Inspection Rate,0.042,0,0.14,> 1/week,/week,TRUE,3,25,0.6,0.55,0.2,5,15,8.25,4.95,P-NE-043Safetysafety,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,Safety,safety,Safety Training,0.612,0.9,1,> 90%,%,TRUE,3,63,0.6,0.55,0.3,18.9,11.1,6.105,3.663,P-NE-043Safetysafety,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,Schedule,communication,Daily Logs Delay,0.69,0,1,Same day, days,FALSE,2,77,0.5,0.15,0.2,15.4,4.6,0.69,0.345,P-NE-043Schedulecommunication,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,Schedule,communication,Daily Logs Rate,0.54,0,1,> 1/day,/day,TRUE,2,54,0.5,0.15,0.15,8.1,6.9,1.035,0.5175,P-NE-043Schedulecommunication,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,Schedule,communication,Meetings Documentation,0.56,0,1,"Minutes, Topic & Attachment", types,TRUE,1,56,0.5,0.15,0.4,22.4,17.6,2.64,1.32,P-NE-043Schedulecommunication,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,Schedule,communication,Meetings Rate,0.1064,0,0.14,> 1/week,/week,TRUE,1,76,0.5,0.15,0.25,19,6,0.9,0.45,P-NE-043Schedulecommunication,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,Schedule,financial,Budgets Create Date,-20.4,-30,0,> 30 days pre kickoff, days prior,TRUE,1,84,0.5,0.2,0.15,12.6,2.4,0.48,0.24,P-NE-043Schedulefinancial,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,Schedule,financial,Budgets Usage Rate,0.97,0,1,> 1/proj day,/day,TRUE,4,97,0.5,0.2,0.05,4.85,0.15,0.03,0.015,P-NE-043Schedulefinancial,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,Schedule,financial,Change Order Time to Close,1.68,0,14,< 14 days, days,FALSE,3,88,0.5,0.2,0.25,22,3,0.6,0.3,P-NE-043Schedulefinancial,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,Schedule,financial,Change Order to Budget Ratio,0.033,0,0.1,< 10%,%,FALSE,3,67,0.5,0.2,0.15,10.05,4.95,0.99,0.495,P-NE-043Schedulefinancial,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,Schedule,financial,Contract to Budget Ratio (Deviation),0.195,0,0.25,>25%,%,FALSE,3,78,0.5,0.2,0.1,7.8,2.2,0.44,0.22,P-NE-043Schedulefinancial,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,Schedule,financial,Invoice to Contract Ratio (Deviation),0.017,0,0.1,< 10%,%,FALSE,2,83,0.5,0.2,0.1,8.3,1.7,0.34,0.17,P-NE-043Schedulefinancial,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,Schedule,financial,Payments to Invoices Ratio (Deviation),0.017,0,0.1,< 10%,%,FALSE,4,83,0.5,0.2,0.2,16.6,3.4,0.68,0.34,P-NE-043Schedulefinancial,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,Schedule,operations,RFIs Closed on Time,0.776,0.8,1,> 80%,%,TRUE,3,100,0.5,0.3,0.1,10,0,0,0,P-NE-043Scheduleoperations,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,Schedule,operations,RFIs Lead Time,4.9,7,99,> 7 days, days,TRUE,2,75,0.5,0.3,0.25,18.75,6.25,1.875,0.9375,P-NE-043Scheduleoperations,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,Schedule,operations,RFIs Rate,0.228,0.3,0.5,30-50%, days,FALSE,2,81,0.5,0.3,0.2,16.2,3.8,1.14,0.57,P-NE-043Scheduleoperations,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,Schedule,operations,Submittals Closed on Time,0.768,0.8,1,> 80%,%,TRUE,3,100,0.5,0.3,0.1,10,0,0,0,P-NE-043Scheduleoperations,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,Schedule,operations,Submittals Lead Time,18.48,21,99,> 21 days, days,TRUE,2,93,0.5,0.3,0.2,18.6,1.4,0.42,0.21,P-NE-043Scheduleoperations,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,Schedule,operations,Submittals Rate,0.664,0.8,1,> 80%,%,TRUE,3,88,0.5,0.3,0.15,13.2,1.8,0.54,0.27,P-NE-043Scheduleoperations,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,Schedule,quality,Observation Rate,0.0868,0,0.14,> 1/week,/week,TRUE,2,64,0.5,0.2,0.15,9.6,5.4,1.08,0.54,P-NE-043Schedulequality,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,Schedule,quality,Observations Closed on Time,0.432,0.8,1,> 80%,%,TRUE,2,56,0.5,0.2,0.45,25.2,19.8,3.96,1.98,P-NE-043Schedulequality,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,Schedule,quality,Quality Insp. Attach. Rate,0.74,1,99,> 1/insp.,/insp.,TRUE,2,76,0.5,0.2,0.1,7.6,2.4,0.48,0.24,P-NE-043Schedulequality,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,Schedule,quality,Quality Inspection Rate,0.0686,0,0.14,> 1/week,/week,TRUE,4,51,0.5,0.2,0.3,15.3,14.7,2.94,1.47,P-NE-043Schedulequality,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,Schedule,safety,Incident Detail Quality,0.0969,0.9,1,> 90%,%,TRUE,1,46,0.5,0.15,0.2,9.2,10.8,1.62,0.81,P-NE-043Schedulesafety,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,Schedule,safety,Incident Rate,0.72,0,0,0, incidents,FALSE,4,59,0.5,0.15,0.35,20.65,14.35,2.1525,1.07625,P-NE-043Schedulesafety,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,Schedule,safety,Near Miss Detail Quality,0,0.9,1,> 90%,%,TRUE,1,74,0.5,0.15,0,0,0,0,0,P-NE-043Schedulesafety,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,Schedule,safety,Near Miss Rate,0,0,0,0, near misses,FALSE,2,73,0.5,0.15,0,0,0,0,0,P-NE-043Schedulesafety,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,Schedule,safety,Safety Insp. Attach. Rate,0.8,1,99,> 1/insp.,/insp.,TRUE,2,75,0.5,0.15,0.15,11.25,3.75,0.5625,0.28125,P-NE-043Schedulesafety,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,Schedule,safety,Safety Inspection Rate,0.0924,0,0.14,> 1/week,/week,TRUE,3,61,0.5,0.15,0.15,9.15,5.85,0.8775,0.43875,P-NE-043Schedulesafety,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,Schedule,safety,Safety Training,0.432,0.9,1,> 90%,%,TRUE,3,43,0.5,0.15,0.15,6.45,8.55,1.2825,0.64125,P-NE-043Schedulesafety,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,WC Insurance,communication,Daily Logs Delay,0.18,0,1,Same day, days,FALSE,2,94,0.7,0.1,0.25,23.5,1.5,0.15,0.105,P-NE-043WC Insurancecommunication,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,WC Insurance,communication,Daily Logs Rate,0.91,0,1,> 1/day,/day,TRUE,2,91,0.7,0.1,0.15,13.65,1.35,0.135,0.0945,P-NE-043WC Insurancecommunication,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,WC Insurance,communication,Meetings Documentation,0.71,0,1,"Minutes, Topic & Attachment", types,TRUE,1,71,0.7,0.1,0.25,17.75,7.25,0.725,0.5075,P-NE-043WC Insurancecommunication,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,WC Insurance,communication,Meetings Rate,0.1148,0,0.14,> 1/week,/week,TRUE,1,82,0.7,0.1,0.35,28.7,6.3,0.63,0.441,P-NE-043WC Insurancecommunication,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,WC Insurance,financial,Budgets Create Date,-4.8,-30,0,> 30 days pre kickoff, days prior,TRUE,1,58,0.7,0.05,0.03,1.74,1.26,0.063,0.0441,P-NE-043WC Insurancefinancial,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,WC Insurance,financial,Budgets Usage Rate,0.73,0,1,> 1/proj day,/day,TRUE,4,73,0.7,0.05,0.1,7.3,2.7,0.135,0.0945,P-NE-043WC Insurancefinancial,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,WC Insurance,financial,Change Order Time to Close,7.98,0,14,< 14 days, days,FALSE,3,43,0.5,0.2,0.25,10.75,14.25,2.85,1.425,P-NE-043WC Insurancefinancial,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,WC Insurance,financial,Change Order to Budget Ratio,0.043,0,0.1,< 10%,%,FALSE,3,57,0.7,0.05,0.25,14.25,10.75,0.5375,0.37625,P-NE-043WC Insurancefinancial,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,WC Insurance,financial,Contract to Budget Ratio (Deviation),0.1175,0,0.25,>25%,%,FALSE,3,47,0.7,0.05,0.15,7.05,7.95,0.3975,0.27825,P-NE-043WC Insurancefinancial,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,WC Insurance,financial,Invoice to Contract Ratio (Deviation),0.032,0,0.1,< 10%,%,FALSE,2,68,0.7,0.05,0.02,1.36,0.64,0.032,0.0224,P-NE-043WC Insurancefinancial,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,WC Insurance,financial,Payments to Invoices Ratio (Deviation),0.032,0,0.1,< 10%,%,FALSE,4,68,0.7,0.05,0.2,13.6,6.4,0.32,0.224,P-NE-043WC Insurancefinancial,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,WC Insurance,operations,RFIs Closed on Time,0.768,0.8,1,> 80%,%,TRUE,3,100,0.7,0.25,0.1,10,0,0,0,P-NE-043WC Insuranceoperations,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,WC Insurance,operations,RFIs Lead Time,6.37,7,99,> 7 days, days,TRUE,2,96,0.7,0.25,0.35,33.6,1.4,0.35,0.245,P-NE-043WC Insuranceoperations,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,WC Insurance,operations,RFIs Rate,0.228,0.3,0.5,30-50%, days,FALSE,2,81,0.5,0.3,0.2,16.2,3.8,1.14,0.57,P-NE-043WC Insuranceoperations,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,WC Insurance,operations,Submittals Closed on Time,0.664,0.8,1,> 80%,%,TRUE,3,88,0.7,0.25,0.05,4.4,0.6,0.15,0.105,P-NE-043WC Insuranceoperations,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,WC Insurance,operations,Submittals Lead Time,17.85,21,99,> 21 days, days,TRUE,2,90,0.7,0.25,0.15,13.5,1.5,0.375,0.2625,P-NE-043WC Insuranceoperations,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,WC Insurance,operations,Submittals Rate,0.664,0.8,1,> 80%,%,TRUE,3,88,0.5,0.3,0.15,13.2,1.8,0.54,0.27,P-NE-043WC Insuranceoperations,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,WC Insurance,quality,Observation Rate,0.0644,0,0.14,> 1/week,/week,TRUE,2,48,0.7,0.05,0.2,9.6,10.4,0.52,0.364,P-NE-043WC Insurancequality,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,WC Insurance,quality,Observations Closed on Time,0.504,0.8,1,> 80%,%,TRUE,2,65,0.7,0.05,0.4,26,14,0.7,0.49,P-NE-043WC Insurancequality,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,WC Insurance,quality,Quality Insp. Attach. Rate,0.77,1,99,> 1/insp.,/insp.,TRUE,2,79,0.7,0.05,0.1,7.9,2.1,0.105,0.0735,P-NE-043WC Insurancequality,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,WC Insurance,quality,Quality Inspection Rate,0.063,0,0.14,> 1/week,/week,TRUE,4,47,0.7,0.05,0.3,14.1,15.9,0.795,0.5565,P-NE-043WC Insurancequality,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,WC Insurance,safety,Incident Detail Quality,0.1387,0.9,1,> 90%,%,TRUE,1,68,0.7,0.55,0.15,10.2,4.8,2.64,1.848,P-NE-043WC Insurancesafety,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,WC Insurance,safety,Incident Rate,0.24,0,0,0, incidents,FALSE,4,83,0.7,0.55,0.35,29.05,5.95,3.2725,2.29075,P-NE-043WC Insurancesafety,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,WC Insurance,safety,Near Miss Detail Quality,0,0.9,1,> 90%,%,TRUE,1,70,0.7,0.55,0,0,0,0,0,P-NE-043WC Insurancesafety,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,WC Insurance,safety,Near Miss Rate,0,0,0,0, near misses,FALSE,2,67,0.7,0.55,0,0,0,0,0,P-NE-043WC Insurancesafety,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,WC Insurance,safety,Safety Insp. Attach. Rate,0.81,1,99,> 1/insp.,/insp.,TRUE,2,76,0.7,0.55,0.05,3.8,1.2,0.66,0.462,P-NE-043WC Insurancesafety,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,WC Insurance,safety,Safety Inspection Rate,0.133,0,0.14,> 1/week,/week,TRUE,3,90,0.7,0.55,0.2,18,2,1.1,0.77,P-NE-043WC Insurancesafety,,,,,,,
P-NE-043,6/14/2024,12/11/2024,500000,WC Insurance,safety,Safety Training,0.81,0.9,1,> 90%,%,TRUE,3,85,0.7,0.55,0.25,21.25,3.75,2.0625,1.44375,P-NE-043WC Insurancesafety,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,BR Insurance,communication,Daily Logs Delay,1.2,0,1,Same day, days,FALSE,2,60,0.6,0.15,0.2,12,8,1.2,0.72,P-SE-044BR Insurancecommunication,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,BR Insurance,communication,Daily Logs Rate,0.71,0,1,> 1/day,/day,TRUE,2,71,0.6,0.15,0.15,10.65,4.35,0.6525,0.3915,P-SE-044BR Insurancecommunication,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,BR Insurance,communication,Meetings Documentation,0.71,0,1,"Minutes, Topic & Attachment", types,TRUE,1,71,0.6,0.15,0.3,21.3,8.7,1.305,0.783,P-SE-044BR Insurancecommunication,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,BR Insurance,communication,Meetings Rate,0.112,0,0.14,> 1/week,/week,TRUE,1,80,0.6,0.15,0.35,28,7,1.05,0.63,P-SE-044BR Insurancecommunication,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,BR Insurance,financial,Budgets Create Date,10.2,-30,0,> 30 days pre kickoff, days prior,TRUE,1,33,0.6,0.1,0.15,4.95,10.05,1.005,0.603,P-SE-044BR Insurancefinancial,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,BR Insurance,financial,Budgets Usage Rate,0.5,0,1,> 1/proj day,/day,TRUE,4,50,0.6,0.1,0.1,5,5,0.5,0.3,P-SE-044BR Insurancefinancial,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,BR Insurance,financial,Change Order Time to Close,7.7,0,14,< 14 days, days,FALSE,3,45,0.5,0.2,0.3,13.5,16.5,3.3,1.65,P-SE-044BR Insurancefinancial,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,BR Insurance,financial,Change Order to Budget Ratio,0.033,0,0.1,< 10%,%,FALSE,3,67,0.6,0.1,0.25,16.75,8.25,0.825,0.495,P-SE-044BR Insurancefinancial,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,BR Insurance,financial,Contract to Budget Ratio (Deviation),0.1375,0,0.25,>25%,%,FALSE,3,55,0.6,0.1,0.1,5.5,4.5,0.45,0.27,P-SE-044BR Insurancefinancial,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,BR Insurance,financial,Invoice to Contract Ratio (Deviation),0.05,0,0.1,< 10%,%,FALSE,2,50,0.6,0.1,0.05,2.5,2.5,0.25,0.15,P-SE-044BR Insurancefinancial,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,BR Insurance,financial,Payments to Invoices Ratio (Deviation),0.054,0,0.1,< 10%,%,FALSE,4,46,0.6,0.1,0.05,2.3,2.7,0.27,0.162,P-SE-044BR Insurancefinancial,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,BR Insurance,operations,RFIs Closed on Time,0.576,0.8,1,> 80%,%,TRUE,3,77,0.6,0.5,0.1,7.7,2.3,1.15,0.69,P-SE-044BR Insuranceoperations,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,BR Insurance,operations,RFIs Lead Time,3.08,7,99,> 7 days, days,TRUE,2,49,0.6,0.5,0.4,19.6,20.4,10.2,6.12,P-SE-044BR Insuranceoperations,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,BR Insurance,operations,RFIs Rate,0.141,0.3,0.5,30-50%, days,FALSE,2,52,0.5,0.3,0.2,10.4,9.6,2.88,1.44,P-SE-044BR Insuranceoperations,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,BR Insurance,operations,Submittals Closed on Time,0.384,0.8,1,> 80%,%,TRUE,3,53,0.6,0.5,0.05,2.65,2.35,1.175,0.705,P-SE-044BR Insuranceoperations,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,BR Insurance,operations,Submittals Lead Time,8.82,21,99,> 21 days, days,TRUE,2,47,0.6,0.5,0.1,4.7,5.3,2.65,1.59,P-SE-044BR Insuranceoperations,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,BR Insurance,operations,Submittals Rate,0.408,0.8,1,> 80%,%,TRUE,3,56,0.5,0.3,0.15,8.4,6.6,1.98,0.99,P-SE-044BR Insuranceoperations,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,BR Insurance,quality,Observation Rate,0.0826,0,0.14,> 1/week,/week,TRUE,2,61,0.6,0.05,0.15,9.15,5.85,0.2925,0.1755,P-SE-044BR Insurancequality,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,BR Insurance,quality,Observations Closed on Time,0.712,0.8,1,> 80%,%,TRUE,2,91,0.6,0.05,0.35,31.85,3.15,0.1575,0.0945,P-SE-044BR Insurancequality,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,BR Insurance,quality,Quality Insp. Attach. Rate,0.87,1,99,> 1/insp.,/insp.,TRUE,2,89,0.6,0.05,0.1,8.9,1.1,0.055,0.033,P-SE-044BR Insurancequality,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,BR Insurance,quality,Quality Inspection Rate,0.1162,0,0.14,> 1/week,/week,TRUE,4,85,0.6,0.05,0.4,34,6,0.3,0.18,P-SE-044BR Insurancequality,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,BR Insurance,safety,Incident Detail Quality,0.1178,0.9,1,> 90%,%,TRUE,1,57,0.6,0.2,0.15,8.55,6.45,1.29,0.774,P-SE-044BR Insurancesafety,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,BR Insurance,safety,Incident Rate,0.8,0,0,0, incidents,FALSE,4,55,0.6,0.2,0.2,11,9,1.8,1.08,P-SE-044BR Insurancesafety,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,BR Insurance,safety,Near Miss Detail Quality,0,0.9,1,> 90%,%,TRUE,1,66,0.6,0.2,0,0,0,0,0,P-SE-044BR Insurancesafety,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,BR Insurance,safety,Near Miss Rate,0,0,0,0, near misses,FALSE,2,72,0.6,0.2,0,0,0,0,0,P-SE-044BR Insurancesafety,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,BR Insurance,safety,Safety Insp. Attach. Rate,0.65,1,99,> 1/insp.,/insp.,TRUE,2,60,0.6,0.2,0.05,3,2,0.4,0.24,P-SE-044BR Insurancesafety,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,BR Insurance,safety,Safety Inspection Rate,0.0952,0,0.14,> 1/week,/week,TRUE,3,63,0.6,0.2,0.3,18.9,11.1,2.22,1.332,P-SE-044BR Insurancesafety,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,BR Insurance,safety,Safety Training,0.576,0.9,1,> 90%,%,TRUE,3,59,0.6,0.2,0.3,17.7,12.3,2.46,1.476,P-SE-044BR Insurancesafety,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,CA Insurance,communication,Daily Logs Delay,0.33,0,1,Same day, days,FALSE,2,89,0.6,0.15,0.3,26.7,3.3,0.495,0.297,P-SE-044CA Insurancecommunication,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,CA Insurance,communication,Daily Logs Rate,0.84,0,1,> 1/day,/day,TRUE,2,84,0.6,0.15,0.2,16.8,3.2,0.48,0.288,P-SE-044CA Insurancecommunication,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,CA Insurance,communication,Meetings Documentation,0.78,0,1,"Minutes, Topic & Attachment", types,TRUE,1,78,0.6,0.15,0.3,23.4,6.6,0.99,0.594,P-SE-044CA Insurancecommunication,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,CA Insurance,communication,Meetings Rate,0.1036,0,0.14,> 1/week,/week,TRUE,1,74,0.6,0.15,0.2,14.8,5.2,0.78,0.468,P-SE-044CA Insurancecommunication,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,CA Insurance,financial,Budgets Create Date,-9,-30,0,> 30 days pre kickoff, days prior,TRUE,1,65,0.6,0.1,0.05,3.25,1.75,0.175,0.105,P-SE-044CA Insurancefinancial,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,CA Insurance,financial,Budgets Usage Rate,0.46,0,1,> 1/proj day,/day,TRUE,4,46,0.6,0.1,0.03,1.38,1.62,0.162,0.0972,P-SE-044CA Insurancefinancial,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,CA Insurance,financial,Change Order Time to Close,8.4,0,14,< 14 days, days,FALSE,3,40,0.5,0.2,0.25,10,15,3,1.5,P-SE-044CA Insurancefinancial,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,CA Insurance,financial,Change Order to Budget Ratio,0.049,0,0.1,< 10%,%,FALSE,3,51,0.6,0.1,0.25,12.75,12.25,1.225,0.735,P-SE-044CA Insurancefinancial,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,CA Insurance,financial,Contract to Budget Ratio (Deviation),0.135,0,0.25,>25%,%,FALSE,3,54,0.6,0.1,0.05,2.7,2.3,0.23,0.138,P-SE-044CA Insurancefinancial,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,CA Insurance,financial,Invoice to Contract Ratio (Deviation),0.052,0,0.1,< 10%,%,FALSE,2,48,0.6,0.1,0.02,0.96,1.04,0.104,0.0624,P-SE-044CA Insurancefinancial,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,CA Insurance,financial,Payments to Invoices Ratio (Deviation),0.071,0,0.1,< 10%,%,FALSE,4,29,0.6,0.1,0.35,10.15,24.85,2.485,1.491,P-SE-044CA Insurancefinancial,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,CA Insurance,operations,RFIs Closed on Time,0.536,0.8,1,> 80%,%,TRUE,3,72,0.6,0.5,0.1,7.2,2.8,1.4,0.84,P-SE-044CA Insuranceoperations,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,CA Insurance,operations,RFIs Lead Time,5.32,7,99,> 7 days, days,TRUE,2,81,0.6,0.5,0.3,24.3,5.7,2.85,1.71,P-SE-044CA Insuranceoperations,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,CA Insurance,operations,RFIs Rate,0.162,0.3,0.5,30-50%, days,FALSE,2,59,0.5,0.3,0.2,11.8,8.2,2.46,1.23,P-SE-044CA Insuranceoperations,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,CA Insurance,operations,Submittals Closed on Time,0.656,0.8,1,> 80%,%,TRUE,3,87,0.6,0.5,0.1,8.7,1.3,0.65,0.39,P-SE-044CA Insuranceoperations,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,CA Insurance,operations,Submittals Lead Time,9.87,21,99,> 21 days, days,TRUE,2,52,0.6,0.5,0.15,7.8,7.2,3.6,2.16,P-SE-044CA Insuranceoperations,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,CA Insurance,operations,Submittals Rate,0.416,0.8,1,> 80%,%,TRUE,3,57,0.5,0.3,0.15,8.55,6.45,1.935,0.9675,P-SE-044CA Insuranceoperations,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,CA Insurance,quality,Observation Rate,0.1162,0,0.14,> 1/week,/week,TRUE,2,85,0.6,0.05,0.3,25.5,4.5,0.225,0.135,P-SE-044CA Insurancequality,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,CA Insurance,quality,Observations Closed on Time,0.648,0.8,1,> 80%,%,TRUE,2,83,0.6,0.05,0.3,24.9,5.1,0.255,0.153,P-SE-044CA Insurancequality,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,CA Insurance,quality,Quality Insp. Attach. Rate,0.93,1,99,> 1/insp.,/insp.,TRUE,2,95,0.6,0.05,0.2,19,1,0.05,0.03,P-SE-044CA Insurancequality,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,CA Insurance,quality,Quality Inspection Rate,0.112,0,0.14,> 1/week,/week,TRUE,4,82,0.6,0.05,0.2,16.4,3.6,0.18,0.108,P-SE-044CA Insurancequality,,,,,,,
P-SE-044,7/14/2024,4/10/2025,1000000,CA Insurance,safety,Incident Detail Quality,0.1425,0.9,1,> 90%,%,TRUE,1,70,0.6,0.2,0.2,14,6,1.2,0.72,P-SE-044CA Insurancesafety,,,,,,,
