projectId,region,projectManager,impact_category,action_item_type,action_item_id,description,required_action,weight
P-NE-039,Northeast,John Doe,CA Insurance,Inspections,P-NE-039-INS-01,City inspection - foundation pour approval,Schedule inspection and prepare documentation,46
P-NE-039,Northeast,John Doe,CA Insurance,Late Payment,P-NE-039-LAT-04,Subcontractor payment overdue - electrical trade,Process payment and review cash flow procedures,69
P-NE-039,Northeast,John Doe,CA Insurance,Observations,P-NE-039-OBS-03,Environmental observation - dust control,Implement additional dust suppression measures,65
P-NE-039,Northeast,John Doe,CA Insurance,Punch Items,P-NE-039-PUN-05,Punch item - landscaping final grading,Complete grading and seed installation,41
P-NE-039,Northeast,John Doe,CA Insurance,RFIs,P-NE-039-RFI-08,RFI - site drainage design modification,Review with civil engineer and approve changes,55
P-NE-039,Northeast,John Doe,CA Insurance,Submittals,P-NE-039-SUB-07,Submittal - glazing system specifications,Late submittal pending architect approval,47
P-NE-039,Northeast,John Doe,Cost,Change Orders,P-NE-039-CHA-06,Material substitution - steel supplier change,Verify specifications and update procurement,87
P-NE-039,Northeast,John Doe,Cost,Incidents,P-NE-039-INC-02,Safety incident - near miss on site,Complete incident investigation and safety briefing,76
P-NE-039,Northeast,John Doe,Cost,Inspections,P-NE-039-INS-01,City inspection - foundation pour approval,Schedule inspection and prepare documentation,73
P-NE-039,Northeast,John Doe,Cost,Late Payment,P-NE-039-LAT-04,Subcontractor payment overdue - electrical trade,Process payment and review cash flow procedures,84
P-NE-039,Northeast,John Doe,Cost,Observations,P-NE-039-OBS-03,Environmental observation - dust control,Implement additional dust suppression measures,70
P-NE-039,Northeast,John Doe,Cost,Punch Items,P-NE-039-PUN-05,Punch item - landscaping final grading,Complete grading and seed installation,48
P-NE-039,Northeast,John Doe,Cost,RFIs,P-NE-039-RFI-08,RFI - site drainage design modification,Review with civil engineer and approve changes,88
P-NE-039,Northeast,John Doe,Cost,Submittals,P-NE-039-SUB-07,Submittal - glazing system specifications,Late submittal pending architect approval,70
P-NE-039,Northeast,John Doe,GL Insurance,Change Orders,P-NE-039-CHA-06,Material substitution - steel supplier change,Verify specifications and update procurement,67
P-NE-039,Northeast,John Doe,GL Insurance,Incidents,P-NE-039-INC-02,Safety incident - near miss on site,Complete incident investigation and safety briefing,92
P-NE-039,Northeast,John Doe,GL Insurance,Inspections,P-NE-039-INS-01,City inspection - foundation pour approval,Schedule inspection and prepare documentation,62
P-NE-039,Northeast,John Doe,GL Insurance,Late Payment,P-NE-039-LAT-04,Subcontractor payment overdue - electrical trade,Process payment and review cash flow procedures,43
P-NE-039,Northeast,John Doe,GL Insurance,Observations,P-NE-039-OBS-03,Environmental observation - dust control,Implement additional dust suppression measures,76
P-NE-039,Northeast,John Doe,GL Insurance,Punch Items,P-NE-039-PUN-05,Punch item - landscaping final grading,Complete grading and seed installation,62
P-NE-039,Northeast,John Doe,GL Insurance,RFIs,P-NE-039-RFI-08,RFI - site drainage design modification,Review with civil engineer and approve changes,64
P-NE-039,Northeast,John Doe,GL Insurance,Submittals,P-NE-039-SUB-07,Submittal - glazing system specifications,Late submittal pending architect approval,60
P-NE-039,Northeast,John Doe,Safety,Change Orders,P-NE-039-CHA-06,Material substitution - steel supplier change,Verify specifications and update procurement,74
P-NE-039,Northeast,John Doe,Safety,Incidents,P-NE-039-INC-02,Safety incident - near miss on site,Complete incident investigation and safety briefing,91
P-NE-039,Northeast,John Doe,Safety,Inspections,P-NE-039-INS-01,City inspection - foundation pour approval,Schedule inspection and prepare documentation,76
P-NE-039,Northeast,John Doe,Safety,Late Payment,P-NE-039-LAT-04,Subcontractor payment overdue - electrical trade,Process payment and review cash flow procedures,60
P-NE-039,Northeast,John Doe,Safety,Observations,P-NE-039-OBS-03,Environmental observation - dust control,Implement additional dust suppression measures,91
P-NE-039,Northeast,John Doe,Safety,Punch Items,P-NE-039-PUN-05,Punch item - landscaping final grading,Complete grading and seed installation,73
P-NE-039,Northeast,John Doe,Safety,RFIs,P-NE-039-RFI-08,RFI - site drainage design modification,Review with civil engineer and approve changes,70
P-NE-039,Northeast,John Doe,Safety,Submittals,P-NE-039-SUB-07,Submittal - glazing system specifications,Late submittal pending architect approval,63
P-NE-039,Northeast,John Doe,Schedule,Change Orders,P-NE-039-CHA-06,Material substitution - steel supplier change,Verify specifications and update procurement,93
P-NE-039,Northeast,John Doe,Schedule,Incidents,P-NE-039-INC-02,Safety incident - near miss on site,Complete incident investigation and safety briefing,58
P-NE-039,Northeast,John Doe,Schedule,Inspections,P-NE-039-INS-01,City inspection - foundation pour approval,Schedule inspection and prepare documentation,79
P-NE-039,Northeast,John Doe,Schedule,Late Payment,P-NE-039-LAT-04,Subcontractor payment overdue - electrical trade,Process payment and review cash flow procedures,59
P-NE-039,Northeast,John Doe,Schedule,Observations,P-NE-039-OBS-03,Environmental observation - dust control,Implement additional dust suppression measures,64
P-NE-039,Northeast,John Doe,Schedule,Punch Items,P-NE-039-PUN-05,Punch item - landscaping final grading,Complete grading and seed installation,80
P-NE-039,Northeast,John Doe,Schedule,RFIs,P-NE-039-RFI-08,RFI - site drainage design modification,Review with civil engineer and approve changes,87
P-NE-039,Northeast,John Doe,Schedule,Submittals,P-NE-039-SUB-07,Submittal - glazing system specifications,Late submittal pending architect approval,73
P-NE-039,Northeast,John Doe,WC Insurance,Change Orders,P-NE-039-CHA-06,Material substitution - steel supplier change,Verify specifications and update procurement,53
P-NE-039,Northeast,John Doe,WC Insurance,Incidents,P-NE-039-INC-02,Safety incident - near miss on site,Complete incident investigation and safety briefing,94
P-NE-039,Northeast,John Doe,WC Insurance,Inspections,P-NE-039-INS-01,City inspection - foundation pour approval,Schedule inspection and prepare documentation,74
P-NE-039,Northeast,John Doe,WC Insurance,Late Payment,P-NE-039-LAT-04,Subcontractor payment overdue - electrical trade,Process payment and review cash flow procedures,44
P-NE-039,Northeast,John Doe,WC Insurance,Observations,P-NE-039-OBS-03,Environmental observation - dust control,Implement additional dust suppression measures,78
P-NE-039,Northeast,John Doe,WC Insurance,Punch Items,P-NE-039-PUN-05,Punch item - landscaping final grading,Complete grading and seed installation,75
P-NE-039,Northeast,John Doe,WC Insurance,RFIs,P-NE-039-RFI-08,RFI - site drainage design modification,Review with civil engineer and approve changes,66
P-NE-039,Northeast,John Doe,WC Insurance,Submittals,P-NE-039-SUB-07,Submittal - glazing system specifications,Late submittal pending architect approval,55
P-SE-040,Southeast,Jane Smith,BR Insurance,Inspections,P-SE-040-INS-03,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,57
P-SE-040,Southeast,Jane Smith,BR Insurance,Late Payment,P-SE-040-LAT-05,Supplier payment overdue - concrete vendor,Resolve payment dispute and maintain relationships,80
P-SE-040,Southeast,Jane Smith,BR Insurance,Observations,P-SE-040-OBS-01,Environmental observation - dust control,Implement additional dust suppression measures,59
P-SE-040,Southeast,Jane Smith,BR Insurance,Punch Items,P-SE-040-PUN-04,Punch item - door hardware adjustment,Adjust door closers and test operation,45
P-SE-040,Southeast,Jane Smith,BR Insurance,RFIs,P-SE-040-RFI-02,RFI - finish material specification,Clarify material selection with design team,76
P-SE-040,Southeast,Jane Smith,BR Insurance,Submittals,P-SE-040-SUB-06,Submittal - elevator equipment shop drawings,Review technical specifications and approve,50
P-SE-040,Southeast,Jane Smith,CA Insurance,Inspections,P-SE-040-INS-03,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,50
P-SE-040,Southeast,Jane Smith,CA Insurance,Late Payment,P-SE-040-LAT-05,Supplier payment overdue - concrete vendor,Resolve payment dispute and maintain relationships,79
P-SE-040,Southeast,Jane Smith,CA Insurance,Observations,P-SE-040-OBS-01,Environmental observation - dust control,Implement additional dust suppression measures,69
P-SE-040,Southeast,Jane Smith,CA Insurance,Punch Items,P-SE-040-PUN-04,Punch item - door hardware adjustment,Adjust door closers and test operation,56
P-SE-040,Southeast,Jane Smith,CA Insurance,RFIs,P-SE-040-RFI-02,RFI - finish material specification,Clarify material selection with design team,61
P-SE-040,Southeast,Jane Smith,CA Insurance,Submittals,P-SE-040-SUB-06,Submittal - elevator equipment shop drawings,Review technical specifications and approve,47
P-SE-040,Southeast,Jane Smith,Cost,Inspections,P-SE-040-INS-03,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,68
P-SE-040,Southeast,Jane Smith,Cost,Late Payment,P-SE-040-LAT-05,Supplier payment overdue - concrete vendor,Resolve payment dispute and maintain relationships,85
P-SE-040,Southeast,Jane Smith,Cost,Observations,P-SE-040-OBS-01,Environmental observation - dust control,Implement additional dust suppression measures,60
P-SE-040,Southeast,Jane Smith,Cost,Punch Items,P-SE-040-PUN-04,Punch item - door hardware adjustment,Adjust door closers and test operation,54
P-SE-040,Southeast,Jane Smith,Cost,RFIs,P-SE-040-RFI-02,RFI - finish material specification,Clarify material selection with design team,82
P-SE-040,Southeast,Jane Smith,Cost,Submittals,P-SE-040-SUB-06,Submittal - elevator equipment shop drawings,Review technical specifications and approve,78
P-SE-040,Southeast,Jane Smith,GL Insurance,Inspections,P-SE-040-INS-03,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,69
P-SE-040,Southeast,Jane Smith,GL Insurance,Late Payment,P-SE-040-LAT-05,Supplier payment overdue - concrete vendor,Resolve payment dispute and maintain relationships,49
P-SE-040,Southeast,Jane Smith,GL Insurance,Observations,P-SE-040-OBS-01,Environmental observation - dust control,Implement additional dust suppression measures,82
P-SE-040,Southeast,Jane Smith,GL Insurance,Punch Items,P-SE-040-PUN-04,Punch item - door hardware adjustment,Adjust door closers and test operation,58
P-SE-040,Southeast,Jane Smith,GL Insurance,RFIs,P-SE-040-RFI-02,RFI - finish material specification,Clarify material selection with design team,69
P-SE-040,Southeast,Jane Smith,GL Insurance,Submittals,P-SE-040-SUB-06,Submittal - elevator equipment shop drawings,Review technical specifications and approve,60
P-SE-040,Southeast,Jane Smith,Safety,Inspections,P-SE-040-INS-03,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,89
P-SE-040,Southeast,Jane Smith,Safety,Late Payment,P-SE-040-LAT-05,Supplier payment overdue - concrete vendor,Resolve payment dispute and maintain relationships,62
P-SE-040,Southeast,Jane Smith,Safety,Observations,P-SE-040-OBS-01,Environmental observation - dust control,Implement additional dust suppression measures,82
P-SE-040,Southeast,Jane Smith,Safety,Punch Items,P-SE-040-PUN-04,Punch item - door hardware adjustment,Adjust door closers and test operation,85
P-SE-040,Southeast,Jane Smith,Safety,RFIs,P-SE-040-RFI-02,RFI - finish material specification,Clarify material selection with design team,68
P-SE-040,Southeast,Jane Smith,Safety,Submittals,P-SE-040-SUB-06,Submittal - elevator equipment shop drawings,Review technical specifications and approve,67
P-SE-040,Southeast,Jane Smith,Schedule,Inspections,P-SE-040-INS-03,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,90
P-SE-040,Southeast,Jane Smith,Schedule,Late Payment,P-SE-040-LAT-05,Supplier payment overdue - concrete vendor,Resolve payment dispute and maintain relationships,62
P-SE-040,Southeast,Jane Smith,Schedule,Observations,P-SE-040-OBS-01,Environmental observation - dust control,Implement additional dust suppression measures,65
P-SE-040,Southeast,Jane Smith,Schedule,Punch Items,P-SE-040-PUN-04,Punch item - door hardware adjustment,Adjust door closers and test operation,75
P-SE-040,Southeast,Jane Smith,Schedule,RFIs,P-SE-040-RFI-02,RFI - finish material specification,Clarify material selection with design team,91
P-SE-040,Southeast,Jane Smith,Schedule,Submittals,P-SE-040-SUB-06,Submittal - elevator equipment shop drawings,Review technical specifications and approve,73
P-SE-040,Southeast,Jane Smith,WC Insurance,Inspections,P-SE-040-INS-03,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,80
P-SE-040,Southeast,Jane Smith,WC Insurance,Late Payment,P-SE-040-LAT-05,Supplier payment overdue - concrete vendor,Resolve payment dispute and maintain relationships,51
P-SE-040,Southeast,Jane Smith,WC Insurance,Observations,P-SE-040-OBS-01,Environmental observation - dust control,Implement additional dust suppression measures,80
P-SE-040,Southeast,Jane Smith,WC Insurance,Punch Items,P-SE-040-PUN-04,Punch item - door hardware adjustment,Adjust door closers and test operation,68
P-SE-040,Southeast,Jane Smith,WC Insurance,RFIs,P-SE-040-RFI-02,RFI - finish material specification,Clarify material selection with design team,73
P-SE-040,Southeast,Jane Smith,WC Insurance,Submittals,P-SE-040-SUB-06,Submittal - elevator equipment shop drawings,Review technical specifications and approve,59
P-MW-041,Midwest,Mike Johnson,BR Insurance,Change Orders,P-MW-041-CHA-04,Design change - structural beam modification,"Review impact on schedule and budget, get client approval",85
P-MW-041,Midwest,Mike Johnson,BR Insurance,Inspections,P-MW-041-INS-01,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,56
P-MW-041,Midwest,Mike Johnson,BR Insurance,Late Payment,P-MW-041-LAT-06,Subcontractor payment overdue - electrical trade,Process payment and review cash flow procedures,82
P-MW-041,Midwest,Mike Johnson,BR Insurance,Observations,P-MW-041-OBS-02,Quality observation - misaligned window frames,Coordinate with trades to correct alignment,57
P-MW-041,Midwest,Mike Johnson,BR Insurance,Punch Items,P-MW-041-PUN-05,Punch item - landscaping final grading,Complete grading and seed installation,58
P-MW-041,Midwest,Mike Johnson,BR Insurance,RFIs,P-MW-041-RFI-07,RFI - finish material specification,Clarify material selection with design team,72
P-MW-041,Midwest,Mike Johnson,BR Insurance,Submittals,P-MW-041-SUB-03,Submittal - lighting fixture cut sheets,Verify energy efficiency compliance,45
P-MW-041,Midwest,Mike Johnson,CA Insurance,Change Orders,P-MW-041-CHA-04,Design change - structural beam modification,"Review impact on schedule and budget, get client approval",76
P-MW-041,Midwest,Mike Johnson,CA Insurance,Inspections,P-MW-041-INS-01,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,50
P-MW-041,Midwest,Mike Johnson,CA Insurance,Late Payment,P-MW-041-LAT-06,Subcontractor payment overdue - electrical trade,Process payment and review cash flow procedures,60
P-MW-041,Midwest,Mike Johnson,CA Insurance,Observations,P-MW-041-OBS-02,Quality observation - misaligned window frames,Coordinate with trades to correct alignment,60
P-MW-041,Midwest,Mike Johnson,CA Insurance,Punch Items,P-MW-041-PUN-05,Punch item - landscaping final grading,Complete grading and seed installation,50
P-MW-041,Midwest,Mike Johnson,CA Insurance,RFIs,P-MW-041-RFI-07,RFI - finish material specification,Clarify material selection with design team,58
P-MW-041,Midwest,Mike Johnson,CA Insurance,Submittals,P-MW-041-SUB-03,Submittal - lighting fixture cut sheets,Verify energy efficiency compliance,45
P-MW-041,Midwest,Mike Johnson,Cost,Change Orders,P-MW-041-CHA-04,Design change - structural beam modification,"Review impact on schedule and budget, get client approval",82
P-MW-041,Midwest,Mike Johnson,Cost,Inspections,P-MW-041-INS-01,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,59
P-MW-041,Midwest,Mike Johnson,Cost,Late Payment,P-MW-041-LAT-06,Subcontractor payment overdue - electrical trade,Process payment and review cash flow procedures,80
P-MW-041,Midwest,Mike Johnson,Cost,Observations,P-MW-041-OBS-02,Quality observation - misaligned window frames,Coordinate with trades to correct alignment,61
P-MW-041,Midwest,Mike Johnson,Cost,Punch Items,P-MW-041-PUN-05,Punch item - landscaping final grading,Complete grading and seed installation,45
P-MW-041,Midwest,Mike Johnson,Cost,RFIs,P-MW-041-RFI-07,RFI - finish material specification,Clarify material selection with design team,88
P-MW-041,Midwest,Mike Johnson,Cost,Submittals,P-MW-041-SUB-03,Submittal - lighting fixture cut sheets,Verify energy efficiency compliance,65
P-MW-041,Midwest,Mike Johnson,GL Insurance,Change Orders,P-MW-041-CHA-04,Design change - structural beam modification,"Review impact on schedule and budget, get client approval",71
P-MW-041,Midwest,Mike Johnson,GL Insurance,Inspections,P-MW-041-INS-01,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,64
P-MW-041,Midwest,Mike Johnson,GL Insurance,Late Payment,P-MW-041-LAT-06,Subcontractor payment overdue - electrical trade,Process payment and review cash flow procedures,46
P-MW-041,Midwest,Mike Johnson,GL Insurance,Observations,P-MW-041-OBS-02,Quality observation - misaligned window frames,Coordinate with trades to correct alignment,84
P-MW-041,Midwest,Mike Johnson,GL Insurance,Punch Items,P-MW-041-PUN-05,Punch item - landscaping final grading,Complete grading and seed installation,65
P-MW-041,Midwest,Mike Johnson,GL Insurance,RFIs,P-MW-041-RFI-07,RFI - finish material specification,Clarify material selection with design team,71
P-MW-041,Midwest,Mike Johnson,GL Insurance,Submittals,P-MW-041-SUB-03,Submittal - lighting fixture cut sheets,Verify energy efficiency compliance,52
P-MW-041,Midwest,Mike Johnson,Safety,Change Orders,P-MW-041-CHA-04,Design change - structural beam modification,"Review impact on schedule and budget, get client approval",67
P-MW-041,Midwest,Mike Johnson,Safety,Inspections,P-MW-041-INS-01,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,80
P-MW-041,Midwest,Mike Johnson,Safety,Late Payment,P-MW-041-LAT-06,Subcontractor payment overdue - electrical trade,Process payment and review cash flow procedures,52
P-MW-041,Midwest,Mike Johnson,Safety,Observations,P-MW-041-OBS-02,Quality observation - misaligned window frames,Coordinate with trades to correct alignment,91
P-MW-041,Midwest,Mike Johnson,Safety,Punch Items,P-MW-041-PUN-05,Punch item - landscaping final grading,Complete grading and seed installation,78
P-MW-041,Midwest,Mike Johnson,Safety,RFIs,P-MW-041-RFI-07,RFI - finish material specification,Clarify material selection with design team,78
P-MW-041,Midwest,Mike Johnson,Safety,Submittals,P-MW-041-SUB-03,Submittal - lighting fixture cut sheets,Verify energy efficiency compliance,62
P-MW-041,Midwest,Mike Johnson,Schedule,Change Orders,P-MW-041-CHA-04,Design change - structural beam modification,"Review impact on schedule and budget, get client approval",84
P-MW-041,Midwest,Mike Johnson,Schedule,Inspections,P-MW-041-INS-01,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,75
P-MW-041,Midwest,Mike Johnson,Schedule,Late Payment,P-MW-041-LAT-06,Subcontractor payment overdue - electrical trade,Process payment and review cash flow procedures,63
P-MW-041,Midwest,Mike Johnson,Schedule,Observations,P-MW-041-OBS-02,Quality observation - misaligned window frames,Coordinate with trades to correct alignment,63
P-MW-041,Midwest,Mike Johnson,Schedule,Punch Items,P-MW-041-PUN-05,Punch item - landscaping final grading,Complete grading and seed installation,71
P-MW-041,Midwest,Mike Johnson,Schedule,RFIs,P-MW-041-RFI-07,RFI - finish material specification,Clarify material selection with design team,92
P-MW-041,Midwest,Mike Johnson,Schedule,Submittals,P-MW-041-SUB-03,Submittal - lighting fixture cut sheets,Verify energy efficiency compliance,82
P-MW-041,Midwest,Mike Johnson,WC Insurance,Change Orders,P-MW-041-CHA-04,Design change - structural beam modification,"Review impact on schedule and budget, get client approval",59
P-MW-041,Midwest,Mike Johnson,WC Insurance,Inspections,P-MW-041-INS-01,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,79
P-MW-041,Midwest,Mike Johnson,WC Insurance,Late Payment,P-MW-041-LAT-06,Subcontractor payment overdue - electrical trade,Process payment and review cash flow procedures,59
P-MW-041,Midwest,Mike Johnson,WC Insurance,Observations,P-MW-041-OBS-02,Quality observation - misaligned window frames,Coordinate with trades to correct alignment,75
P-MW-041,Midwest,Mike Johnson,WC Insurance,Punch Items,P-MW-041-PUN-05,Punch item - landscaping final grading,Complete grading and seed installation,65
P-MW-041,Midwest,Mike Johnson,WC Insurance,RFIs,P-MW-041-RFI-07,RFI - finish material specification,Clarify material selection with design team,67
P-MW-041,Midwest,Mike Johnson,WC Insurance,Submittals,P-MW-041-SUB-03,Submittal - lighting fixture cut sheets,Verify energy efficiency compliance,60
P-WE-042,West,Alice Brown,BR Insurance,Incidents,P-WE-042-INC-02,Safety incident - near miss on site,Complete incident investigation and safety briefing,79
P-WE-042,West,Alice Brown,BR Insurance,Inspections,P-WE-042-INS-03,Quality inspection - concrete strength test,Review test results and approve next phase,64
P-WE-042,West,Alice Brown,BR Insurance,Late Payment,P-WE-042-LAT-05,Client payment delayed - progress billing,Follow up with client and accounts receivable,83
P-WE-042,West,Alice Brown,BR Insurance,Punch Items,P-WE-042-PUN-04,Punch item - landscaping final grading,Complete grading and seed installation,58
P-WE-042,West,Alice Brown,BR Insurance,RFIs,P-WE-042-RFI-01,RFI - structural connection detail clarification,"High priority RFI, needs immediate architect response",79
P-WE-042,West,Alice Brown,BR Insurance,Submittals,P-WE-042-SUB-06,Submittal - glazing system specifications,Late submittal pending architect approval,55
P-WE-042,West,Alice Brown,CA Insurance,Incidents,P-WE-042-INC-02,Safety incident - near miss on site,Complete incident investigation and safety briefing,77
P-WE-042,West,Alice Brown,CA Insurance,Inspections,P-WE-042-INS-03,Quality inspection - concrete strength test,Review test results and approve next phase,57
P-WE-042,West,Alice Brown,CA Insurance,Late Payment,P-WE-042-LAT-05,Client payment delayed - progress billing,Follow up with client and accounts receivable,60
P-WE-042,West,Alice Brown,CA Insurance,Punch Items,P-WE-042-PUN-04,Punch item - landscaping final grading,Complete grading and seed installation,53
P-WE-042,West,Alice Brown,CA Insurance,RFIs,P-WE-042-RFI-01,RFI - structural connection detail clarification,"High priority RFI, needs immediate architect response",59
P-WE-042,West,Alice Brown,CA Insurance,Submittals,P-WE-042-SUB-06,Submittal - glazing system specifications,Late submittal pending architect approval,42
P-WE-042,West,Alice Brown,Cost,Incidents,P-WE-042-INC-02,Safety incident - near miss on site,Complete incident investigation and safety briefing,75
P-WE-042,West,Alice Brown,Cost,Inspections,P-WE-042-INS-03,Quality inspection - concrete strength test,Review test results and approve next phase,65
P-WE-042,West,Alice Brown,Cost,Late Payment,P-WE-042-LAT-05,Client payment delayed - progress billing,Follow up with client and accounts receivable,82
P-WE-042,West,Alice Brown,Cost,Punch Items,P-WE-042-PUN-04,Punch item - landscaping final grading,Complete grading and seed installation,64
P-WE-042,West,Alice Brown,Cost,RFIs,P-WE-042-RFI-01,RFI - structural connection detail clarification,"High priority RFI, needs immediate architect response",71
P-WE-042,West,Alice Brown,Cost,Submittals,P-WE-042-SUB-06,Submittal - glazing system specifications,Late submittal pending architect approval,77
P-WE-042,West,Alice Brown,GL Insurance,Incidents,P-WE-042-INC-02,Safety incident - near miss on site,Complete incident investigation and safety briefing,87
P-WE-042,West,Alice Brown,GL Insurance,Inspections,P-WE-042-INS-03,Quality inspection - concrete strength test,Review test results and approve next phase,66
P-WE-042,West,Alice Brown,GL Insurance,Late Payment,P-WE-042-LAT-05,Client payment delayed - progress billing,Follow up with client and accounts receivable,48
P-WE-042,West,Alice Brown,GL Insurance,Punch Items,P-WE-042-PUN-04,Punch item - landscaping final grading,Complete grading and seed installation,51
P-WE-042,West,Alice Brown,GL Insurance,RFIs,P-WE-042-RFI-01,RFI - structural connection detail clarification,"High priority RFI, needs immediate architect response",66
P-WE-042,West,Alice Brown,GL Insurance,Submittals,P-WE-042-SUB-06,Submittal - glazing system specifications,Late submittal pending architect approval,56
P-WE-042,West,Alice Brown,Safety,Incidents,P-WE-042-INC-02,Safety incident - near miss on site,Complete incident investigation and safety briefing,81
P-WE-042,West,Alice Brown,Safety,Inspections,P-WE-042-INS-03,Quality inspection - concrete strength test,Review test results and approve next phase,81
P-WE-042,West,Alice Brown,Safety,Late Payment,P-WE-042-LAT-05,Client payment delayed - progress billing,Follow up with client and accounts receivable,53
P-WE-042,West,Alice Brown,Safety,Punch Items,P-WE-042-PUN-04,Punch item - landscaping final grading,Complete grading and seed installation,69
P-WE-042,West,Alice Brown,Safety,RFIs,P-WE-042-RFI-01,RFI - structural connection detail clarification,"High priority RFI, needs immediate architect response",75
P-WE-042,West,Alice Brown,Safety,Submittals,P-WE-042-SUB-06,Submittal - glazing system specifications,Late submittal pending architect approval,51
P-WE-042,West,Alice Brown,Schedule,Incidents,P-WE-042-INC-02,Safety incident - near miss on site,Complete incident investigation and safety briefing,56
P-WE-042,West,Alice Brown,Schedule,Inspections,P-WE-042-INS-03,Quality inspection - concrete strength test,Review test results and approve next phase,90
P-WE-042,West,Alice Brown,Schedule,Late Payment,P-WE-042-LAT-05,Client payment delayed - progress billing,Follow up with client and accounts receivable,61
P-WE-042,West,Alice Brown,Schedule,Punch Items,P-WE-042-PUN-04,Punch item - landscaping final grading,Complete grading and seed installation,68
P-WE-042,West,Alice Brown,Schedule,RFIs,P-WE-042-RFI-01,RFI - structural connection detail clarification,"High priority RFI, needs immediate architect response",98
P-WE-042,West,Alice Brown,Schedule,Submittals,P-WE-042-SUB-06,Submittal - glazing system specifications,Late submittal pending architect approval,74
P-WE-042,West,Alice Brown,WC Insurance,Incidents,P-WE-042-INC-02,Safety incident - near miss on site,Complete incident investigation and safety briefing,81
P-WE-042,West,Alice Brown,WC Insurance,Inspections,P-WE-042-INS-03,Quality inspection - concrete strength test,Review test results and approve next phase,83
P-WE-042,West,Alice Brown,WC Insurance,Late Payment,P-WE-042-LAT-05,Client payment delayed - progress billing,Follow up with client and accounts receivable,57
P-WE-042,West,Alice Brown,WC Insurance,Punch Items,P-WE-042-PUN-04,Punch item - landscaping final grading,Complete grading and seed installation,68
P-WE-042,West,Alice Brown,WC Insurance,RFIs,P-WE-042-RFI-01,RFI - structural connection detail clarification,"High priority RFI, needs immediate architect response",69
P-WE-042,West,Alice Brown,WC Insurance,Submittals,P-WE-042-SUB-06,Submittal - glazing system specifications,Late submittal pending architect approval,56
P-NE-043,Northeast,John Doe,BR Insurance,Incidents,P-NE-043-INC-03,Equipment malfunction - crane hydraulics,Schedule immediate equipment inspection and repair,82
P-NE-043,Northeast,John Doe,BR Insurance,Inspections,P-NE-043-INS-05,Safety inspection - fall protection audit,Correct deficiencies and document compliance,69
P-NE-043,Northeast,John Doe,BR Insurance,Late Payment,P-NE-043-LAT-01,Supplier payment overdue - concrete vendor,Resolve payment dispute and maintain relationships,80
P-NE-043,Northeast,John Doe,BR Insurance,Observations,P-NE-043-OBS-02,Schedule observation - critical path delay,Develop recovery plan and resource allocation,67
P-NE-043,Northeast,John Doe,BR Insurance,Punch Items,P-NE-043-PUN-04,Punch item - landscaping final grading,Complete grading and seed installation,50
P-NE-043,Northeast,John Doe,BR Insurance,RFIs,P-NE-043-RFI-07,RFI - site drainage design modification,Review with civil engineer and approve changes,68
P-NE-043,Northeast,John Doe,BR Insurance,Submittals,P-NE-043-SUB-06,Submittal - elevator equipment shop drawings,Review technical specifications and approve,50
P-NE-043,Northeast,John Doe,CA Insurance,Incidents,P-NE-043-INC-03,Equipment malfunction - crane hydraulics,Schedule immediate equipment inspection and repair,79
P-NE-043,Northeast,John Doe,CA Insurance,Inspections,P-NE-043-INS-05,Safety inspection - fall protection audit,Correct deficiencies and document compliance,51
P-NE-043,Northeast,John Doe,CA Insurance,Late Payment,P-NE-043-LAT-01,Supplier payment overdue - concrete vendor,Resolve payment dispute and maintain relationships,72
P-NE-043,Northeast,John Doe,CA Insurance,Observations,P-NE-043-OBS-02,Schedule observation - critical path delay,Develop recovery plan and resource allocation,70
P-NE-043,Northeast,John Doe,CA Insurance,Punch Items,P-NE-043-PUN-04,Punch item - landscaping final grading,Complete grading and seed installation,44
P-NE-043,Northeast,John Doe,CA Insurance,RFIs,P-NE-043-RFI-07,RFI - site drainage design modification,Review with civil engineer and approve changes,66
P-NE-043,Northeast,John Doe,CA Insurance,Submittals,P-NE-043-SUB-06,Submittal - elevator equipment shop drawings,Review technical specifications and approve,43
P-NE-043,Northeast,John Doe,Cost,Incidents,P-NE-043-INC-03,Equipment malfunction - crane hydraulics,Schedule immediate equipment inspection and repair,75
P-NE-043,Northeast,John Doe,Cost,Inspections,P-NE-043-INS-05,Safety inspection - fall protection audit,Correct deficiencies and document compliance,74
P-NE-043,Northeast,John Doe,Cost,Late Payment,P-NE-043-LAT-01,Supplier payment overdue - concrete vendor,Resolve payment dispute and maintain relationships,81
